"cls_id" "cls_date" "send_col" "receive_col" "time_estimate_col" "type_col" "time_col" "private_col" "social_col" "public_task_col" "private_task_col" "public_social_col" "private_social_col" "question_col" "answer_col" "teach_talk_col" "to_all_col" "from_all_col" "hand_col" "sanction_col" "praise_col" "right_col" "wrong_col" "cheat_col" "joke_col"
182 "4/7/97" 3 11 0.5 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 3 0.583 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 0.667 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 6 8 0.75 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 8 6 0.833 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 3 1.167 3 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 1 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 2 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 4 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 5 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 6 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 7 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 8 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 9 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 10 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 12 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 15 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 14 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 13 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 16 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 17 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 3 18 1.25 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0
182 "4/7/97" 8 6 1.333 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 6 8 1.417 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 3 1.5 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 1.583 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 7 1 1.75 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 1 7 1.833 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 3 2.25 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 2.333 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 14 4 2.417 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 4 14 2.5 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 4 18 2.583 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 4 2.667 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 14 18 2.75 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 14 2.833 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 15 2.917 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 9 3 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 15 3.083 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 9 3.167 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 3 3.583 3 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 3.667 3 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 1 7 3.75 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 7 1 3.833 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 4 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 3 4.083 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 15 4.167 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 9 4.25 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 15 4.333 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 9 4.417 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 1 7 4.5 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 7 1 4.583 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 1 7 4.667 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 7 1 4.75 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 8 6 4.917 3 5 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 14 18 5.172 3 10 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 5.287 3 10 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 3 5.345 3 10 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 1 7 5.402 3 10 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 7 1 5.46 3 10 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 15 5.517 3 10 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 9 5.575 3 10 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 7 1 5.805 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 1 7 5.862 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 7 1 5.92 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 1 7 5.977 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 3 6.034 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 6.092 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 3 6.149 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 6.207 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 11 6.264 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 17 6.322 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 11 6.379 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 17 6.437 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 14 18 6.494 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 14 6.552 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 14 18 6.609 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 14 6.667 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 11 6.724 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 17 6.782 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 15 6.897 3 10 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 9 6.954 3 10 "1" 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 8 12 7.069 3 10 "0" 1 0 0 1 0 0 1 0 0 0 0 1 0 0 0 0 0
182 "4/7/97" 8 6 7.184 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 5 3 7.241 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 5 7.299 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 5 17 7.356 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 5 7.414 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 5 11 7.471 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 5 7.529 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 11 7.586 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 17 7.644 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 3 7.701 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 7.759 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 5 7.816 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 5 11 7.874 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 14 18 8.161 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 14 8.218 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 14 18 8.276 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 14 8.333 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 8 12 8.448 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1
182 "4/7/97" 6 12 8.506 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 1
182 "4/7/97" 18 8 8.563 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 8 18 8.621 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 12 8.736 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 15 8.851 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 9 8.908 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 7 1 8.966 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 1 7 9.023 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 6 12 9.08 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
182 "4/7/97" 6 12 9.138 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0
182 "4/7/97" 12 6 9.195 3 10 "0" 1 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 0
182 "4/7/97" 8 6 9.253 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 6 8 9.31 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 3 9.368 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 9.425 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 5 9.483 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 5 11 9.54 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 17 9.598 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 11 9.655 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 5 3 9.713 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 5 9.77 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 5 17 9.828 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 5 9.885 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 17 9.943 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 3 10 3 10 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 14 18 10.086 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 14 10.172 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 14 10.259 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 14 18 10.345 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 3 10.517 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 17 10.603 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 12 11.466 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 12 3 11.552 3 15 "0" 1 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0
182 "4/7/97" 8 12 11.724 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 12 11.81 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 11 11.897 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 17 11.983 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 17 5 12.069 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 5 17 12.155 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 5 11 12.241 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 5 12.328 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 14 12.586 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 14 18 12.672 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 14 12.759 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 14 18 12.845 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 18 4 12.931 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 4 18 13.017 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 15 13.103 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 9 13.19 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 15 13.276 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 9 13.362 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 15 13.448 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 9 13.534 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 15 13.621 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 9 13.707 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 7 1 13.793 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 1 7 13.879 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 7 1 13.966 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 1 7 14.052 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 1 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 2 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 3 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 4 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 5 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 6 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 7 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 8 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 9 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 10 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 11 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 15 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 14 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 13 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 16 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 17 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 18 12 14.138 3 15 "0" 1 0 0 1 0 0 0 0 0 1 0 1 0 0 0 0 0
182 "4/7/97" 3 12 14.483 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 8 1 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 2 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 3 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 4 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 5 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 6 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 7 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 9 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 10 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 11 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 12 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 15 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 14 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 13 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 16 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 17 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 8 18 14.569 3 15 "0" 1 0 0 1 0 0 0 0 1 0 0 0 0 0 0 0 1
182 "4/7/97" 6 8 14.655 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 15 8 14.741 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 9 8 14.828 3 15 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 12 15.12 3 5 "0" 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 12 3 15.181 3 5 "0" 1 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0
182 "4/7/97" 11 3 15.241 3 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 11 15.301 3 5 "0" 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0
182 "4/7/97" 3 1 15.542 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0
182 "4/7/97" 3 2 15.542 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0
182 "4/7/97" 3 4 15.542 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0
182 "4/7/97" 3 5 15.542 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0
182 "4/7/97" 3 6 15.542 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0
182 "4/7/97" 3 7 15.542 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0
182 "4/7/97" 3 8 15.542 3 5 "0" 1 0 0 1 0 0 0 0 1 0 0 0 1 0 0 0 0
